Nessa Barrett	14727326	541566
Justin Hurwitz	14671209	609017
Cordae	14593939	547688
Men at Work	14471711	1327149
Soft Cell	14455817	1583528
Saweetie	14426379	838111
Remi Wolf	14415378	541844
Dove Cameron	14368163	758204
Vundabar	14338610	759565
Home	14280794	619132
Mavi	14268838	585768
Kordhell	14256358	496090
Aaron May	14155960	620269
Stephen Sanchez	14080038	896747
Estelle	14058522	1515651
Dean Lewis	13955502	666416
Dean Lewis	13955502	666416
Whirr	13934831	396322
Whirr	13934831	396322
Sampha	13756520	533083
Bonnie Tyler	13702830	1467809
Quavo	13700885	566229
Tainy	13692261	435386
K.Flay	13540758	733738
Flo Milli	13486176	623249
SYML	13411648	808040
Peso Pluma	13262703	290802
Noah Cyrus	13232804	744473
Kaleo	13215233	808971
Kaleo	13215233	808971
Djavan	13110883	480879
Modern Talking	13091332	786526
Jim Croce	13025133	978442
Redveil	12862982	465845
amaarae	12589310	559499
Cafuné	12426687	630398
Kenshi Yonezu	12369909	405844
Adventure Time	12363576	478154
KYLE	12308747	811606
King Geedorah	12279955	635874
DNCE	12273574	981121
masego	12176788	644065
The Sundays	12045654	595914
Sir Chloe	12037377	630789
Thirty Seconds to Mars	12025883	647181
Arlo Parks	12010489	561334
The Goo Goo Dolls	11966560	879967
Mustard	11815380	711818
Keyshia Cole	11714527	1113298
WET LEG	11659499	497550
WET LEG	11659499	497550
Meduza	11647467	730289
Joy Again	11636923	692865
Liana Flores	11376432	581640
bad gyal	11281309	249073
bad gyal	11281309	249073
Mareux	11150225	591971
ruth b.	11113525	780240
LeeHi	10920071	380318
The Ronettes	10906313	1421842
Miracle Musical	10747415	373479
Tee Grizzley	10730085	429898
Tee Grizzley	10730085	429898
Brenda Lee	10730064	1563269
Quality Control	10581720	557615
Twista	10568038	1192062
Beach Weather	10486836	685142
Yusuf / Cat Stevens	10414587	672400
Jeon Somi	10112360	332034
Bridgit Mendler	9943465	633448
Rema	9931588	642448
Pastel Ghost	9930529	438632
Ryan Gosling	9775825	720594
no vacation	9760725	614737
no vacation	9760725	614737
Kxllswxtch	9674405	491327
Leith Ross	9472114	392024
sign crushes motorist	9269229	365937
Julie	9267182	350174
Julie	9267182	350174
David Kushner	9133858	535083
Free Nationals	9044385	601275
Wheatus	9037435	1100966
ThxSoMch	9014329	439180
The Rare Occasions	8957131	577368
EKKSTACY	8581767	511248
Slow Pulp	8469622	482508
Modjo	8405513	912766
Jawny	8405365	610989
Jawny	8405365	610989
Ben E. King	8327890	1247187
Orion Sun	8067692	641669
Alice Phoebe Lou	8016115	449388
Alice Phoebe Lou	8016115	449388
VIVIZ	7949834	196190
Kiss Of Life	7822489	201046
Isabel LaRosa	7821405	474203
Coco & Clair Clair	7654424	438442
Coco & Clair Clair	7654424	438442
Dream, Ivory	7622738	476622
Zeph	7611188	534104
Macabre Plaza	7344634	562997
Doechii	7328760	508352
MC Kevin o Chris	7324303	331289
Del Water Gap	7300110	391361
Del Water Gap	7300110	391361
Grover Washington, Jr.	7243594	835569
Miki Matsubara	7113662	517101
Elley Duhé	7063723	538971
Rich Amiri	6915154	172933
Superheaven	6831833	341398
Lumi Athena	6803376	248944
6arelyhuman	6488404	220457
6arelyhuman	6488404	220457
Richy Mitch & The Coal Miners	6155689	538289
Jordana	6085024	398221
PEGGY GOU	5762041	488263
WHATEVER, DAD	5754237	380192
WHATEVER, DAD	5754237	380192
New West	5632399	447651
Kenya Grace	5626261	511130
Lesley Gore	5558036	638128
Dennis	5359688	310445
blue smiley	5196162	365738
Pity Party (Girls Club)	5107251	452279
RiIZE	4987591	139963
Wisp	4981057	311976
Thee Sacred Souls	4970002	346484
nbsplv	4907684	264598
Rio Romeo	4635814	267641
SUICIDAL-IDOL	4434085	233166
Chance Peña	4421539	367468
Tyla	4410447	457980
Sexyy Red	4330367	291817
alex_g_offline	3682751	228700
mikeeysmind	3439231	243209
BigXthaPlug	3114535	199660
Rachel Zegler	2818320	162191
Mason	2591049	348999
cassö	2354989	259954
Britney Manson	2282938	155242
Britney Manson	2282938	155242
juju<3	2195054	239216
noturgf	2183135	268722
Aliyah's Interlude	1808929	219286
Lyrical Lemonade	1598170	193052
Teddy Swims	1542094	204890
4batz	968783	104488
